playlist,track,artist,album
Main,Pull Up N Wreck (& Metro Boomin),"Big Sean, Metro Boomin, 21 Savage",Double Or Nothing (& Metro Boomin)
Main,Savage Time (& Metro Boomin),"Big Sean, Metro Boomin",Double Or Nothing (& Metro Boomin)
Main,Danger (with Migos & Marshmello),"Migos, Marshmello",Danger (with Migos & Marshmello) [From Bright: The Album]
Main,WhatYo City Like,"Tee Grizzley, Lil Durk",WhatYo City Like
Main,20 Min,Lil Uzi Vert,Luv Is Rage 2 (Deluxe)
Main,Givenchy,DDG,Givenchy
Main,Mandatory Drug Test (feat. Young Thug),"Moneybagg Yo, YoungBoy Never Broke Again, Young Thug",Fed Baby’s
Main,Marvelous Day (feat. Lil Uzi Vert & Gunna),"Kap G, Lil Uzi Vert, Gunna",Mood
Main,Strange Thangs,Lilo Key,Strange Thangs
Main,Lean On You,Russ,Lean On You
Main,Dark Knight Dummo (Feat. Travis Scott),"Trippie Redd, Travis Scott",Dark Knight Dummo (Feat. Travis Scott)
Main,Ice Tray,"Quality Control, Quavo, Lil Yachty",Quality Control: Control The Streets Volume 1
Main,My Dawg,"Quality Control, Lil Baby, Kodak Black, Quavo, Moneybagg Yo",Quality Control: Control The Streets Volume 1
Main,Loaded,Lil Uzi Vert,Luv Is Rage 2 (Deluxe)
Main,Phone (feat. NAV),"Smokepurpp, NAV",Phone (feat. NAV)
Main,Designer,Lil Pump,Designer
Main,Eye 2 Eye,"Huncho Jack, Travis Scott, Quavo, Takeoff","Huncho Jack, Jack Huncho"
Main,Temperature,Tyga,Temperature
Main,Nowadays (feat. Landon Cube),"Lil Skies, Landon Cube",Nowadays (feat. Landon Cube)
Main,Gummo (Remix),Dayou,Gummo (Remix)
Main,Eazy (feat. Son Lux),"G-Eazy, Son Lux",The Beautiful & Damned
Main,Five Guys (feat. Migos & Young Thug),"Zaytoven, Migos, Young Thug",Zaytoven Presents: Trapping Made It Happen
Main,Low Life (feat. The Weeknd),"Future, The Weeknd",EVOL
Main,Iced Out (feat. 2 Chainz),"Lil Pump, 2 Chainz",Lil Pump
Main,D Rose,Lil Pump,Lil Pump
Main,GUMMO,6ix9ine,GUMMO
Main,Supastars,Migos,Supastars
Main,Higher We Go - Intro,Migos,Culture II
Main,Supastars,Migos,Culture II
Main,Narcos,Migos,Culture II
Main,BBO (Bad Bitches Only),"Migos, 21 Savage",Culture II
Main,Auto Pilot,Migos,Culture II
Main,Walk It Talk It,"Migos, Drake",Culture II
Main,Emoji A Chain,Migos,Culture II
Main,CC,"Migos, Gucci Mane",Culture II
Main,Stir Fry,Migos,Culture II
Main,Too Much Jewelry,Migos,Culture II
Main,Gang Gang,Migos,Culture II
Main,White Sand,"Migos, Travis Scott, Ty Dolla $ign, Big Sean",Culture II
Main,Crown the Kings,Migos,Culture II
Main,Flooded,Migos,Culture II
Main,Beast,Migos,Culture II
Main,Open It Up,Migos,Culture II
Main,MotorSport,"Migos, Nicki Minaj, Cardi B",Culture II
Main,Movin' Too Fast,Migos,Culture II
Main,Work Hard,Migos,Culture II
Main,Notice Me,"Migos, Post Malone",Culture II
Main,Too Playa,"Migos, 2 Chainz",Culture II
Main,Made Men,Migos,Culture II
Main,Top Down On Da NAWF,Migos,Culture II
Main,Culture National Anthem - Outro,Migos,Culture II
Main,You Was Right,Lil Uzi Vert,Lil Uzi Vert vs. The World
Main,Erase Your Social,Lil Uzi Vert,The Perfect LUV Tape
Main,Fuck Love,"XXXTENTACION, Trippie Redd",17
Main,Coaster,Khalid,Coaster
Main,Luving U,6LACK,FREE 6LACK
Main,God's Plan,Drake,Scary Hours
Main,Cloudy Skies,Lil Skies,Life of a Dark Rose
Main,Cocky (feat. London On Da Track),"A$AP Rocky, Gucci Mane, 21 Savage, London On Da Track",Cocky (feat. London On Da Track)
Main,Suu Whoop,YG,Suu Whoop
Main,T'd Up,Rae Sremmurd,T’d Up
Main,Look Alive (feat. Drake),"BlocBoy JB, Drake",Look Alive (feat. Drake)
Main,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",Psycho (feat. Ty Dolla $ign)
Main,44 More,Logic,44 More
Main,RONDO,"6ix9ine, Tory Lanez, Young Thug",DAY69
Main,Lie Detector (feat. Lil Pump),"24hrs, Lil Pump",Lie Detector (feat. Lil Pump)
Main,Plug Walk,Rich The Kid,Plug Walk
Main,Hot at Me,DJ Chose,Hot at Me
Main,Rubbin off the Paint,YBN Nahmir,Rubbin off the Paint
Main,Everyday,"Logic, Marshmello",Everyday
Main,Solitaire (feat. Migos & Lil Yachty),"Gucci Mane, Migos, Lil Yachty",Solitaire (feat. Migos & Lil Yachty)
Main,123 (with Murda Beatz),"Smokepurpp, Murda Beatz",123 (with Murda Beatz)
Main,Audi.,Smokepurpp,Deadstar
Main,Streets Love Me (feat. Juicy J),"Smokepurpp, Juicy J",Deadstar
Main,Krispy Kreme,Smokepurpp,Deadstar
Main,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock, Kendrick Lamar, Future, James Blake","King's Dead (with Kendrick Lamar, Future & James Blake)"
Main,"Hi Bich (Remix) [feat. YBN Nahmir, Rich the Kid and Asian Doll]","Bhad Bhabie, YBN Nahmir, Rich The Kid, Asian Doll","Hi Bich (Remix) [feat. YBN Nahmir, Rich the Kid and Asian Doll]"
Main,Nowadays (feat. Landon Cube),"Lil Skies, Landon Cube",Life of a Dark Rose
Main,Love Is Poison,YoungBoy Never Broke Again,Love Is Poison
Main,Outside Today,YoungBoy Never Broke Again,Outside Today
Main,Red Roses (feat. Landon Cube),"Lil Skies, Landon Cube",Life of a Dark Rose
Main,TALK TO ME NICE,"Lil Yachty, Quavo",Lil Boat 2
Main,NBAYOUNGBOAT,"Lil Yachty, YoungBoy Never Broke Again",Lil Boat 2
Main,OOPS,"Lil Yachty, 2 Chainz, K$upreme",Lil Boat 2
Main,Yuck,Logic,Bobby Tarantino II
Main,Wizard Of Oz,Logic,Bobby Tarantino II
Main,State Of Emergency,"Logic, 2 Chainz",Bobby Tarantino II
Main,Alone (Feat. Big Sean & Stefflon Don),"Halsey, Big Sean, Stefflon Don",Alone (Feat. Big Sean & Stefflon Don)
Main,Betrayed,Lil Xan,Betrayed
Main,Bosses Don't Speak,"Quality Control, Migos",Bosses Don't Speak
Main,Hellcat,"Quality Control, Quavo",Quality Control: Control The Streets Volume 1
Main,What It Do,"Quality Control, Migos",Quality Control: Control The Streets Volume 1
Main,Bosses Don't Speak,"Quality Control, Migos",Quality Control: Control The Streets Volume 1
Main,Thick & Pretty,"Quality Control, Migos",Quality Control: Control The Streets Volume 1
Main,Too Hotty,"Quality Control, Migos, Eurielle",Quality Control: Control The Streets Volume 1
Main,Kill Yourself (Part III),$uicideboy$,My Liver Will Handle What My Heart Can't
Main,Paris,$uicideboy$,Now The Moon's Rising
Main,2nd Hand,$uicideboy$,KILL YOURSELF Part XII: The Dark Glacier Saga
Main,Memoirs Of A Gorilla,$uicideboy$,Radical $uicide
Main,FUCKALLOFYOU2K18,$uicideboy$,FUCKALLOFYOU2K18
Main,Creeping (feat. Rich the Kid),"Lil Skies, Rich The Kid",Creeping (feat. Rich the Kid)
Main,Saint,"Huncho Jack, Travis Scott, Quavo","Huncho Jack, Jack Huncho"
Main,We The Ones,"Quality Control, Takeoff, Tee Grizzley",Quality Control: Control The Streets Volume 1
Main,Bounce Out With That,YBN Nahmir,Bounce Out With That
Main,Lust,Lil Skies,Life of a Dark Rose
Main,Sauce It Up,Lil Uzi Vert,Luv Is Rage 2
Main,Early Morning Trappin (feat. Trippie Redd),"Rich The Kid, Trippie Redd",Early Morning Trappin (feat. Trippie Redd)
Main,Pineapple (feat. Gucci Mane & Quavo),"Ty Dolla $ign, Gucci Mane, Quavo",Pineapple (feat. Gucci Mane & Quavo)
Main,Dubai Shit,"Huncho Jack, Travis Scott, Quavo, Offset","Huncho Jack, Jack Huncho"
Main,SAD!,XXXTENTACION,?
Main,Moonlight,XXXTENTACION,?
Main,Powerglide (feat. Juicy J),"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",Powerglide (feat. Juicy J)
Main,Love Lies,"Khalid, Normani",Love Lies
Main,Hard (feat. Tay-K and BlocBoy JB),"No Jumper, Tay-K, BlocBoy JB",Hard (feat. Tay-K and BlocBoy JB)
Main,Rover 2.0 (feat. 21 Savage),"BlocBoy JB, 21 Savage",Rover 2.0 (feat. 21 Savage)
Main,End Of Discussion (feat. Lil Wayne),"Rich The Kid, Lil Wayne",The World Is Yours
Main,Mars (feat. Lil Uzi Vert),"Maxo Kream, Lil Uzi Vert",Mars (feat. Lil Uzi Vert)
Main,BabyWipe,Ski Mask The Slump God,You Will Regret (Reloaded)
Main,Diamond Teeth Samurai,YoungBoy Never Broke Again,Diamond Teeth Samurai
Main,Fold,$uicideboy$,My Liver Will Handle What My Heart Can't
Main,Tulane,$uicideboy$,My Liver Will Handle What My Heart Can't
Main,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),"Mike WiLL Made-It, Rae Sremmurd, Big Sean, Quavo, Pharrell Williams",Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell)
Main,Now (feat. 21 Savage),"Young Thug, 21 Savage",Hear No Evil
Main,Up (feat. Lil Uzi Vert),"Young Thug, Lil Uzi Vert",Hear No Evil
Main,1942 (feat. Yo Gotti & YBN Nahmir),"G-Eazy, Yo Gotti, YBN Nahmir",1942 (feat. Yo Gotti & YBN Nahmir)
Main,Mayo,"Smokepurpp, Murda Beatz",Bless Yo Trap
Main,Pray (feat. A$AP Ferg),"Smokepurpp, Murda Beatz, A$AP Ferg",Bless Yo Trap
Main,CLOSE (feat. Travis Scott) - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Travis Scott",CLOSE (feat. Travis Scott)
Main,420 Freestyle,Wiz Khalifa,420 Freestyle
Main,O Pana!,$uicideboy$,Eternal Grey
Main,Now I'm Up To My Neck With Offers,$uicideboy$,KILL YOURSELF Part XX: The Infinity Saga
Main,Welcome to the Rodeo,Lil Skies,Life of a Dark Rose
Main,Bust Down,Trippie Redd,A Love Letter To You 2
Main,X (with 2 Chainz & Saudi),"ScHoolboy Q, 2 Chainz, Saudi",Black Panther The Album Music From And Inspired By
Main,Blame It On Me,Post Malone,beerbongs & bentleys
Main,2 Vaults (feat. Lil Yachty),"Tee Grizzley, Lil Yachty",2 Vaults (feat. Lil Yachty)
Main,Solar Eclipse,YoungBoy Never Broke Again,Until Death Call My Name
Main,Villain,YoungBoy Never Broke Again,Until Death Call My Name
Main,Paramedic!,SOB X RBE,Black Panther The Album Music From And Inspired By
Main,Watch (feat. Lil Uzi Vert & Kanye West),"Travis Scott, Lil Uzi Vert, Kanye West",Watch (feat. Lil Uzi Vert & Kanye West)
Main,Up In My Cocina - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi",SR3MM
Main,Brxnks Truck - From Jxmtro,"Rae Sremmurd, Swae Lee, Slim Jxmmi",SR3MM
Main,Cap (feat. Trouble) - From Jxmtro,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Trouble",SR3MM
Main,GOTTI,6ix9ine,Day69: Graduation Day
Main,Gotdamn,G-Eazy,The Beautiful & Damned
Main,Nike Swoosh (feat. YG),"BlocBoy JB, YG",Simi
Main,Turnt Up,BlocBoy JB,Simi
Main,Real Rich (feat. Gucci Mane),"Wiz Khalifa, Gucci Mane",Real Rich (feat. Gucci Mane)
Main,You Can Cry,"Marshmello, Juicy J, James Arthur",You Can Cry
Main,Jettski Grizzley (feat. Lil Pump),"Tee Grizzley, Lil Pump",Activated
Main,Connect,Tee Grizzley,Activated
Main,Don't Even Trip (feat. Moneybagg Yo),"Tee Grizzley, Moneybagg Yo",Activated
Main,Light (feat. Lil Yachty),"Tee Grizzley, Lil Yachty",Activated
Main,Clout (feat. 21 Savage),"Ty Dolla $ign, 21 Savage",Clout (feat. 21 Savage)
Main,Yes Indeed,"Lil Baby, Drake",Yes Indeed
Main,Shoota (feat. Lil Uzi Vert),"Playboi Carti, Lil Uzi Vert",Die Lit
Main,Baby Girl,21 Savage,Issa Album
Main,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj","YG, 2 Chainz, Big Sean, Nicki Minaj","Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj"
Main,Go BestFriend 2.0,"Casanova, G-Eazy, Rich The Kid",Go BestFriend 2.0 (feat. G-Eazy & Rich The Kid)
Main,I'm Upset,Drake,I'm Upset
Main,Over Me (feat. RJ & Jay Anthony),"G-Eazy, RJ, Jay Anthony",The Vault
Main,Wasabi (feat. Global Dan),"G-Eazy, Global Dan",The Vault
Main,Poles 1469,"Trippie Redd, 6ix9ine",A Love Letter To You
Main,Signs of Jealousy,Lil Skies,Life of a Dark Rose
Main,Bali (feat. Nav),"88GLAM, NAV",88glam
Main,Taste (feat. Offset),"Tyga, Offset",Taste (feat. Offset)
Main,Gucci Flip Flops (feat. Lil Yachty),"Bhad Bhabie, Lil Yachty",Gucci Flip Flops (feat. Lil Yachty)
Main,Antarctica,$uicideboy$,Dark Side Of The Clouds
Main,Bag,"Future, Yung Bans",Bag
Main,I Know You (feat. Yung Pinch),"Lil Skies, Yung Pinch",I Know You (feat. Yung Pinch)
Main,Programs,Mac Miller,Programs
Main,Either Hated Or Ignored,$uicideboy$,Either Hated Or Ignored
Main,TATI,"6ix9ine, DJ SpinKing",TATI
Main,Bring It Back,Rich The Kid,Bring It Back
Main,Genie,YoungBoy Never Broke Again,Genie
Main,Reverse (Ft. G-Eazy),"VIC MENSA, G-Eazy",Reverse (Ft. G-Eazy)
Main,Praise The Lord (Da Shine) (feat. Skepta),"A$AP Rocky, Skepta",TESTING
Main,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance
Main,Born To Be Yours,"Kygo, Imagine Dragons",Born To Be Yours
Main,Wow Freestyle (feat. Kendrick Lamar),"Jay Rock, Kendrick Lamar",Redemption
Main,Bigger Than You (feat. Drake & Quavo),"2 Chainz, Drake, Quavo",Bigger Than You feat. Drake & Quavo
Main,changes,XXXTENTACION,?
Main,Me Likey,Trippie Redd,Me Likey
Main,World Rage,Lil Skies,World Rage
Main,Pull Up (feat. NAV),"A Boogie Wit da Hoodie, NAV",International Artist
Main,MIA (feat. Kap G),"A Boogie Wit da Hoodie, Kap G",International Artist
Main,Drop (feat. Blac Youngsta & BlocBoy JB),"G-Eazy, Blac Youngsta, BlocBoy JB",Drop (feat. Blac Youngsta & BlocBoy JB)
Main,Mercury: Retrograde,Ghostemane,Hexada
Main,Venom,Ghostemane,Blackmage
Main,Talk Up,"Drake, JAŸ-Z",Scorpion
Main,Verified,A$AP Ferg,Verified
Main,Overdose,YoungBoy Never Broke Again,Until Death Call My Name (Reloaded)
Main,Not The Boy,A$AP Ferg,Not The Boy
Main,Nonstop,Drake,Scorpion
Main,Champion (feat. Travis Scott),"NAV, Travis Scott",RECKLESS
Main,Hopeless Romantic (feat. Swae Lee),"Wiz Khalifa, Swae Lee",Hopeless Romantic (feat. Swae Lee)
Main,Life Goes On,"Lil Baby, Gunna, Lil Uzi Vert",Harder Than Ever
Main,All Girls Are The Same,Juice WRLD,All Girls Are The Same
Main,JAPAN,Famous Dex,Dex Meets Dexter
Main,Drop (feat. Blac Youngsta & BlocBoy JB),"G-Eazy, Blac Youngsta, BlocBoy JB",Drop (feat. Blac Youngsta & BlocBoy JB)
Main,Yikes,Kanye West,ye
Main,KOD,J. Cole,KOD
Main,Drug Addicts,Lil Pump,Drug Addicts
Main,FSU (feat. GASHI & Rich The Kid),"Jay Park, GASHI, Rich The Kid",FSU (feat. GASHI & Rich The Kid)
Main,PettyWap,Young M.A,PettyWap
Main,WIFI LIT,Future,BEASTMODE 2
Main,CUDDLE MY WRIST,Future,BEASTMODE 2
Main,RACKS BLUE,Future,BEASTMODE 2
Main,31 DAYS,Future,BEASTMODE 2
Main,RED LIGHT,Future,BEASTMODE 2
Main,DOH DOH (feat. Young Scooter),"Future, Young Scooter",BEASTMODE 2
Main,WHEN I THINK ABOUT IT,Future,BEASTMODE 2
Main,SOME MORE,Future,BEASTMODE 2
Main,HATE THE REAL ME,Future,BEASTMODE 2
Main,Drug Addicts,Lil Pump,Drug Addicts
Main,Let It Go,"88rising, Higher Brothers, BlocBoy JB",Let It Go
Main,We're Everywhere,Chief Keef,Ottopsy
Main,Ridin (feat. Landon Cube & YBN Nahmir),"Yung Bans, Landon Cube, YBN Nahmir",Yung Bans Vol. 5
Main,Far,"Tmk, RichKid",Far
Main,Boca Raton (with A$AP Ferg),"Bas, A$AP Ferg",Boca Raton (with A$AP Ferg)
Main,Legends,Juice WRLD,Legends
Main,Programs,Mac Miller,Programs
Main,Do You Understand? (feat. Gunna & Tory Lanez),"Shy Glizzy, Gunna, Tory Lanez",Do You Understand? (feat. Gunna & Tory Lanez)
Main,Like Us,Ayo & Teo,Like Us
Main,Hit,"NAV, Metro Boomin",Perfect Timing
Main,Everyday We Lit (feat. PnB Rock),"YFN Lucci, PnB Rock",Long Live Nut
Main,I Got Top in Bikini Bottom (feat. Kg Smokey),"Joey Trap, Kg Smokey",Trap Jack
Main,Do You Believe In God?,$uicideboy$,Grey Sheep II
Main,Sleeping Bag,Shakewell,Sleeping Bag
Main,Numb,21 Savage,Issa Album
Main,Colors,Tee Grizzley,Colors
Main,For the Last Time,$uicideboy$,For the Last Time
Main,I Hung Myself For A Persona,$uicideboy$,KILL YOURSELF Part XX: The Infinity Saga
Main,Mount Sinai,$uicideboy$,High Tide In The Snake's Nest
Main,Self Care,Mac Miller,Self Care
Main,Wasted (feat. Lil Uzi Vert),"Juice WRLD, Lil Uzi Vert",Wasted (feat. Lil Uzi Vert)
Main,Goin Hard,Wiz Khalifa,Rolling Papers 2
Main,FEFE (feat. Nicki Minaj & Murda Beatz),"6ix9ine, Nicki Minaj, Murda Beatz",FEFE (feat. Nicki Minaj & Murda Beatz)
Main,BAND DRUM (feat. A$AP Rocky),"YG, A$AP Rocky",BAND DRUM (feat. A$AP Rocky)
Main,One Day (feat. Ryan Tedder),"Logic, Ryan Tedder",One Day (feat. Ryan Tedder)
Main,Hot Summer,"DJ Durel, Migos",Hot Summer
Main,MICKEY,"Lil Yachty, Offset, Lil Baby",Lil Boat 2
Main,Who Want The Smoke?,"Lil Yachty, Cardi B, Offset",Who Want The Smoke?
Main,Bags,$uicideboy$,KILL YOURSELF Part VIII: The Seppuku Saga
Main,Big Deal,Kid Ink,Big Deal
Main,Mad,Supreme Patty,Mad
Main,Master of Puppets (Remastered),Metallica,Master of Puppets (Remastered Deluxe Box Set)
Main,WORKIN ME,Quavo,W O R K I N M E
Main,2 Hands (feat. Kevin Gates),"YoungBoy Never Broke Again, Kevin Gates",4Respect
Main,Head On (feat. Kevin Gates),"YoungBoy Never Broke Again, Kevin Gates",4Respect
Main,Moment (feat. Wiz Khalifa),"KYLE, Wiz Khalifa",Moment (feat. Wiz Khalifa)
Main,Meet Mr. NICEGUY,$uicideboy$,Meet Mr. NICEGUY
Main,Kept Back (feat. Lil Pump) - Bonus Track Version,"Gucci Mane, Lil Pump",Kept Back (feat. Lil Pump)
Main,Lost It (feat. Quavo & Offset),"Rich The Kid, Quavo, Offset",The World Is Yours
Main,Alaska,Cordae,YBN: The Mixtape
Main,Cake (feat. Wiz Khalifa),"YBN Nahmir, Wiz Khalifa",YBN: The Mixtape
Main,RAP DEVIL,mgk,RAP DEVIL
Main,Midnight,Logic,Bobby Tarantino II
Main,Lucky You (feat. Joyner Lucas),"Eminem, Joyner Lucas",Kamikaze
Main,New Patek,Lil Uzi Vert,New Patek
Main,Drip Too Hard,"Lil Baby, Gunna",Drip Too Hard
Main,151 Rum,JID,151 Rum
Main,Killshot,Eminem,Killshot
Main,Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",Falling Down (Bonus Track)
Main,LATELY,mgk,BINGE
Main,Don't Cry (feat. XXXTENTACION),"Lil Wayne, XXXTENTACION",Tha Carter V
Main,Let It Fly (feat. Travis Scott),"Lil Wayne, Travis Scott",Tha Carter V
Main,Potato Salad,"Tyler, The Creator, A$AP Rocky",Potato Salad
Main,"If I'm Lyin, I'm Flyin",Kodak Black,"If I'm Lyin, I'm Flyin"
Main,Neighbor (feat. Travis Scott),"Juicy J, Travis Scott",Neighbor (feat. Travis Scott)
Main,On the Run (feat. Offset),"Young Thug, Offset",On the Run
Main,Joan of Arc,"Night Lovell, $uicideboy$",Joan of Arc
Main,Carrollton,$uicideboy$,Carrollton
Main,"Bands (feat. OhGeesy, Fenix Flexin & Master Kato)","Shoreline Mafia, Rob Vicious, OHGEESY, Fenix Flexin, Master Kato",Shoreline Mafia Presents Rob Vicious: Traplantic
Main,Multi Millionaire (feat. Lil Uzi Vert),"Lil Pump, Lil Uzi Vert",Multi Millionaire (feat. Lil Uzi Vert)
Main,Yoppa (with BlocBoy JB),"Lil Mosey, BlocBoy JB",Yoppa (with BlocBoy JB)
Main,Endless Summer Freestyle (feat. YG),"G-Eazy, YG",Endless Summer Freestyle (feat. YG)
Main,Grayscale,"$uicideboy$, JGRXXN, Black Smurf, Ramirez",Dark Side Of The Clouds
Main,Brooklyn,"$uicideboy$, Black Smurf",Black $uicide
Main,Lacombe,"$uicideboy$, Black Smurf",Black $uicide Side B: $uicide Hustle
Main,Smoke Break,"$uicideboy$, Black Smurf",Black $uicide
Main,ZEZE (feat. Travis Scott & Offset),"Kodak Black, Offset, Travis Scott",ZEZE (feat. Travis Scott & Offset)
Main,Don't Matter,Akon,Konvicted
Main,Mo Bamba,Sheck Wes,MUDBOY
Main,Space Cadet (feat. Gunna),"Metro Boomin, Gunna",NOT ALL HEROES WEAR CAPES
Main,Bag of Dope,Germ,Badshit (Bootleg)
Main,Know Me,NAV,Know Me
Main,Negative Energy,"Trippie Redd, Kodie Shane",A Love Letter To You 3
Main,Scrape,$uicideboy$,Scrape
Main,Dip (feat. Nicki Minaj),"Tyga, Nicki Minaj",Dip (feat. Nicki Minaj)
Main,Take One,Kodak Black,Take One
Main,Just Woke Up,"Supreme Patty, YNW Melly",Just Woke Up
Main,Calling My Spirit,Kodak Black,Calling My Spirit
Main,Red Room,Offset,Red Room
Main,Splashin,Rich The Kid,Splashin
Main,Testimony,Kodak Black,Testimony
Main,West End,"$uicideboy$, Germ",DIRTYNASTY$UICIDE
Main,Face It,$uicideboy$,KILL YOURSELF Part XVII: The Suburban Sacrifice Saga
Main,YOSEMITE,Travis Scott,ASTROWORLD
Main,Enemies,Lil Uzi Vert,Luv Is Rage
Main,Porsches In The Rain,"YBN Nahmir, Almighty Jay",YBN: The Mixtape
Main,Get Rich (feat. Iamsu!),"RJMrLA, Iamsu!",Get Rich (feat. Iamsu!)
Main,Jumpin on a Jet,Future,Jumpin on a Jet
Main,Crushed Up,Future,Crushed Up
Main,Next Big Thing,Blueface,Next Big Thing
Main,Dead Locs,Blueface,Famous Cryp
Main,It Wasn't Me,"Shaggy, Rik Rok",The Boombastic Collection - Best of Shaggy
Main,Pure Water (with Migos),"Mustard, Migos",Pure Water (with Migos)
Main,Real Ties,Lil Skies,Real Ties
Main,Talk Shit Like a Preacher,Future,Future Hndrxx Presents: The WIZRD
Main,Stick to the Models,Future,Future Hndrxx Presents: The WIZRD
Main,Servin Killa Kam,Future,Future Hndrxx Presents: The WIZRD
Main,First Off (feat. Travis Scott),"Future, Travis Scott",Future Hndrxx Presents: The WIZRD
Main,Keanu Reeves,Logic,Keanu Reeves
Main,Beat a N*gga Block,YNW Melly,We All Shine
Main,Going Bad (feat. Drake),"Meek Mill, Drake",Championships
Main,One Call,Gunna,One Call
Main,Alright (feat. Trippie Redd & Preme),"Wiz Khalifa, Preme, Trippie Redd",Alright (feat. Trippie Redd & Preme)
Main,Name in the Sand,Lil Skies,Name in the Sand
Main,Girls Have Fun (feat. G-Eazy & Rich The Kid),"Tyga, G-Eazy, Rich The Kid",Girls Have Fun (feat. G-Eazy & Rich The Kid)
Main,Clouds As Witnesses,$uicideboy$,Gray/Grey
Main,Murder on My Mind,YNW Melly,I AM YOU
